nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon,telefono,website,email,source
La Creperie,bar,"Piazza Guglielmo Marconi, 40, 41",Bosco Chiesanuova,VR,45.6226065,11.0301512,2405176902,node,,,OpenStreetMap
Galleria Caffè,bar,"Via San Giovanni, 46",VR,36045,45.3895902,11.3809951,2428298822,node,,,OpenStreetMap
Trattoria La Baracchetta,ristorante,"Via Vicenza, 21",San Vito di Leguzzano,VR,36030,45.6888333,11.3945341,"Mo-Fr 06:00-14:00,16:00-20:00",2443312869,node,OpenStreetMap
Antico Ristorante Al Pesso,ristorante,"Stradella S. Antonio, 4",Trissino,VR,36070,45.5650485,11.3629854,italian,2469135422,node,OpenStreetMap
Pizzeria da Paolo,ristorante,"Via Cavour, 13",Dossobuono,VR,37062,45.3961769,10.912494,+39 045 8600042,"Mo-Fr 12:00-14:30, 19:00-22:30; Sa-Su 19:00-22:30",pizza,OpenStreetMap
Bar pasticceria Gioia,bar,"Via Vertua, 7c",Dossobuono,VR,37062,45.3956769,10.9145085,2493034651,9981342999,node,OpenStreetMap
Bar Dante,caffè,"Galleria Dante, 1",Valdagno,VR,36078,45.6474823,11.300488,"Mo-Sa 07:30-13:00, Mo-Fr 15:00-20:00, Sa 16:00-24:00",coffee_shop,2503962089,OpenStreetMap
Cafè Giardino,bar,Via Cavour,Dossobuono,VR,37062,45.3962264,10.9135738,+39 340 7166368,Mo-Sa 06:30-13:30,4157839196,OpenStreetMap
Lido Mirabello Beach,bar,"Lungolago F. Cipriani, 3",Bardolino,VR,37011,45.5435928,10.7195869,2538279899,node,,OpenStreetMap
Pamy,bar,"Via Don Giovanni Minzoni, 5a",Valleggio sul Mincio,VR,37067,45.3548385,10.7359204,+39 347 307 2763,2590692485,node,OpenStreetMap
Laita,ristorante,"Via Laita Righello, 4/7",Altissimo,VR,45.6270568,11.2309736,39,ice_cream;regional,2590828194,node,OpenStreetMap
Bar Stazione Bonomini,ristorante,"Viale Bonomini, 29",Recoaro Terme,VR,36076,45.6884996,11.2633302,+39 0445 473638,coffee_shop;regional,2615671714,OpenStreetMap
Usman Kebab,fast_food,"Piazza Libero Vinco, 30",Verona,VR,37131,45.4425536,11.0203551,+39 045 2475630,http://usmankebab.altervista.org/,kebab,OpenStreetMap
Senza nome,bar,Piazza IV Novembre,Povegliano Veronese,VR,37064,45.3475058,10.8815648,2654713540,node,,OpenStreetMap
Casa Vinicola Zonin S.p.a.,bar,"Via Borgolecco, 9",Gambellara,VR,36053,45.4610647,11.3365804,+39 0444 640111,http://www.casavinicolazonin.it,2664750110,OpenStreetMap
Al Forte,fast_food,"Via Marin Faliero, 33",Verona,VR,37138,45.4519529,10.9662425,"Tu-Fr 17:30-21:00; Sa,Su 18:00-21:00",pizza,2680248724,OpenStreetMap
Caffè Garibaldi Golin,caffè,"Piazza del Comune, 1",Valdagno,VR,45.6449615,11.2996769,2701653167,node,,,OpenStreetMap
Cicchetteria Il Vizio,bar,"Via Daniele Manin, 3",Valdagno,VR,36078,45.646011,11.299763,+39 327 994 1840,cicchetteriailvizio19@gmail.com,2701653173,OpenStreetMap
Caffetteria Pasticceria Manzatti,bar,"Via Cavour, 137",Dossobuono,VR,37062,45.3984574,10.9166671,pasticceriamanzatti@alice.it,2712115733,node,OpenStreetMap
IncantaMonte,ristorante,"Via Maddalena, 20",Monte di Malo,VR,36030,45.6512096,11.3635182,italian;pizza;regional,2723275717,node,OpenStreetMap
Garage Cafè,pub,"Via Caterina Bon Brenzoni, 50",Mozzecane,VR,37060,45.3105953,10.818266,+39 342 160 8558,Mo-We 07:00-01:00;Th off;We-Su 07:00-02:00,2727225570,OpenStreetMap
Senza nome,panetteria,Via Europa,Nogarole Rocca,VR,37060,45.2697407,10.893022,2773924466,node,,OpenStreetMap
Carambas,bar,Via 9 Maggio,Nogarole Rocca,VR,37060,45.28265,10.8724979,2773990826,node,,OpenStreetMap
Bar Pasticceria Colombo,bar,"Corso Venezia, 12",San Bonifacio,VR,37047,45.3961198,11.2699451,"Tu-Su 07:00-13:00,15:00-19:00",2833310556,node,OpenStreetMap
Bar Country,bar,"Via Trentino, 1",Lugagnano di Sona,VR,37060,45.4396536,10.8642721,2859546378,node,,OpenStreetMap
Angolo Della Pizza,fast_food,"Viale Sicilia, 47",Verona,VR,45.4466671,10.9616391,39,"We-Mo 11:00-01:30,17:00-09:00","Mo-Fr 11:45-14:00, 18:45-21:45; Sa, Su 18:45-21:45",2901010533,OpenStreetMap
Trattoria Rampon,ristorante,"Via Emilia Casara, 9",Monte di Malo,VR,36030,45.6597637,11.362849,+39 0445 602202,2925331690,node,OpenStreetMap
Antico Caffe Dante,ristorante,"Piazza dei Signori, 2",VR,37121,45.4435421,10.9977804,39,https://www.pizzerialeondoro.com/,info@pizzerialeondoro.com,"Mo-Su 12:00-14:00, 19:00-22:30; Tu off",OpenStreetMap
Panificio Benetton,panetteria,"Via Roma, 66",San Bonifacio,VR,37047,45.3983856,11.268348,+39 045 6102017,Mo-Sa 07:30-19:30,2961252203,OpenStreetMap
Ristorante Antico ristoro,ristorante,"Via Valle Molini, 5",Custoza,VR,37060,45.3798634,10.7844142,3014019252,node,,OpenStreetMap
El Bareto,bar,"Piazza della Vittoria, 4",Sona,VR,37060,45.4334532,10.8328328,+390456081015,3107463535,node,OpenStreetMap
Edelweiss,ristorante,"Via dei Narcisi, 1",VR,37010,45.6731492,10.7802088,39,https://www.steakstubebaldo1000.it/,info@steakstubebaldo1000.it,4846047103,OpenStreetMap
Kulmbacher Bier-Haus,pub,"Via Guglielmo Marconi, 72",Verona,VR,37122,45.4355133,10.9852526,+39 045 597517,https://www.kbh.it/,"Mo-Su 12:00-14:30,19:00-24:00; Sa 19:00-24:00",OpenStreetMap
Osteria S'ciavinaro,bar,Via Eugenio Pertini,Zimella,VR,37040,45.377558,11.3375745,3183676832,node,,OpenStreetMap
La fiaba italian bar 1988,pub,"Via Michelangelo Buanarroti, 38",VR,45.3537189,10.7226804,39,3328250482,node,,,OpenStreetMap
Pizza & Cafè,ristorante,VR,45.4408029,10.9968493,+39 045 590321,7,3415556627,node,,,OpenStreetMap
La Negra Tomasa,ristorante,"Piazza Villafranchetta, 22",VR,37069,45.3537241,10.8445824,39,lanegratomasa71@yahoo.it,pizza,3430079701,OpenStreetMap
Bar Sport,caffè,"Via Guglielmo Marconi, 27",Castelnuovo del Garda,VR,45.4398997,10.7638838,3437517454,node,,,OpenStreetMap
Le Spighe,ristorante,"Strada Tononi, 55",Monzambano,VR,46040,45.3654988,10.7039555,https://www.camper-parking.it/,regional,3441524830,OpenStreetMap
De Rossi il Fornaio,panetteria,"Corso Porta Borsari, 3",Verona,VR,37121,45.4434262,10.9964466,+39 045 8002489,https://www.derossi.it/it/,info@derossi.it,OpenStreetMap
Panificio artigiano Goldini,panetteria,"Via Europa, 2",Mozzecane,VR,37060,45.307511,10.8185155,3581421403,node,,OpenStreetMap
Bar Paninoteca Marilyn,caffè,"Viale della Repubblica, 1",Mozzecane,VR,37060,45.3070602,10.8159679,pizza,3581743107,node,OpenStreetMap
Panificio Tomba Detogni di Tarcisio Giuriato,panetteria,"Via Madonna, 64",Madonna di Lonigo,VR,36045,45.3914045,11.3603068,3691326655,node,,OpenStreetMap
Birreria Coopers - Fabbrica in Pedavena,ristorante,"Via Santa Marina, 25",Lonigo,VR,36045,45.3764043,11.3938627,+39 0444 437249,https://www.facebook.com/wowchebirra/,Mo-Su 18:00-24:00,OpenStreetMap
Ristorante Albergo La Padana,ristorante,"Strada Regionale Padana Superiore, 11",Montebello Vicentino,VR,36054,45.4439381,11.3731006,3753170335,node,,OpenStreetMap
Corsato,panetteria,"Via Stazione, 36",Dossobuono,VR,37062,45.3912912,10.9155686,"Mo-Fr 07:00-13:00,16:30-19:30; Sa 07:00-13:00",3754697384,node,OpenStreetMap
Il Gatto verde pizzeria d'asporto,ristorante,"Via Madonna, 12",Lonigo,VR,36045,45.3908727,11.3670506,3771794762,node,,OpenStreetMap
Ristorante La Peca,ristorante,"Via Giovanelli, 2",Lonigo,VR,36045,45.3848468,11.3990489,3773901057,node,,OpenStreetMap
Le Delizie,caffè,"Piazza Vittorio Emanuele, 9",Sant'Anna d'Alfaedo,VR,45.6273969,10.9522657,39,3782017516,node,,OpenStreetMap
Nel Canton,caffè,"Via Danzia, 1a",Affi,VR,45.5537668,10.78395,3838165850,node,,,OpenStreetMap
OperaPrima Cafe,bar,"Via Giovanni Pascoli, 34",Affi,VR,45.5529623,10.7861039,3838173130,node,,,OpenStreetMap
Celtic Pub,pub,"Via Santa Chiara, 1a",Verona,VR,37129,45.4452212,11.0042583,"Tu-Su,PH 17:30-02:00",3843985481,node,OpenStreetMap
Le Guardie Ristorante,ristorante,"Vie Guardie, 6",Costermano,VR,45.5835106,10.7403047,3851364290,node,,,OpenStreetMap
"Ristorante Pizzeria ""La Lira""",ristorante,"Via Madonna, 141",Madonna di Lonigo,VR,36045,45.3914636,11.3590657,3851434521,node,,OpenStreetMap
Non solo bar,ristorante,"Via Roma, 66",Castelbelforte,VR,46032,45.2142939,10.8910746,italian,3925420045,node,OpenStreetMap
Bar Centrale,bar,"Piazza Garibaldi, 19",Castelbelforte,VR,46032,45.2151609,10.8919976,3925420047,node,,OpenStreetMap
Panificio Ferrari,panetteria,"Piazza Garibaldi, 11",Castelbelforte,VR,46032,45.214803,10.8924293,3925801392,node,,OpenStreetMap
Facci,fast_food,"Via dei Mille, 1c",Verona,VR,37126,45.4478326,10.9927417,"Tu-Su 11:00-14:00,17:30-21:45",pizza,4011892354,OpenStreetMap
Madamadorè Pasticceria,panetteria,"Via Incisa, 1",Fumane,VR,37022,45.5432302,10.8836547,https://www.madamadore.vr.it/,4012985832,node,OpenStreetMap
Bar Perla,caffè,"Via Malga San Giorgio, 70",Bosco Chiesanuova,VR,45.6864705,11.0851434,4020460886,node,,,OpenStreetMap
Happy Days,bar,"Via Strada Nuova, 16",Negrar,VR,37024,45.5030557,10.9336734,4050187214,node,,OpenStreetMap
Panificio Castellotti,panetteria,"Via Seghe San Tomaso, 17g",Verona,VR,37129,45.4440908,11.0034625,+39 045 8034219,Mo-Sa 08:00-13:00,4185041592,OpenStreetMap
Stella d'oro,bar,"Piazza Municipio, 27",Crespadoro,VR,36070,45.6199102,11.2257703,07:00-22:00,4270051391,node,OpenStreetMap
Kenya,bar,"Via Garavoglia, 10",Molino di Altissimo,VR,45.6106727,11.2372254,4271147320,node,,,OpenStreetMap
Bar Pesa,pub,Via Luigi Bassani,Alpo,VR,37062,45.3765452,10.9197289,resetoliver@gmail.com,4291481689,node,OpenStreetMap
Ristorante Al Vecchio Mulino,ristorante,"Strada Volta-Pozzolo, 9",Volta Mantovana,VR,46049,45.3090846,10.7003669,+39 0376 1888003;+39 349 2479125;+39 335 6471788,http://www.ilvecchiomulino.net/,info@villadeimulini.eu,OpenStreetMap
Agriturismo Cascina Boschi - Ristorante e Bed & Breakfast,ristorante,"Via dei Boschi, 20",Volta Mantovana,VR,46049,45.3233784,10.7089135,+39 0376 812887,https://www.cascinaboschi.com/,info@cascinaboschi.com,OpenStreetMap
Al Chiosco,fast_food,"Piazzale Porta Nuova, 1",Verona,VR,37138,45.4310003,10.9870651,4306449489,node,,OpenStreetMap
Trattoria Pizzeria Alla Valle Di Gioppo Eugenio,ristorante,"Via Buonconsiglio, 24",Montecchio Maggiore,VR,36075,45.5134461,11.3999553,"pizzeria,_Trattoria",4307423487,node,OpenStreetMap
Trattoria dal Taio,ristorante,"Via Fratelli Alessandri, 11",VR,45.4754717,10.950321,39,4316253698,regional,11734180369,node,OpenStreetMap
Al Castel,ristorante,Località Castèl,VR,37020,45.6444394,10.8768719,39,https://www.agriturismoalcastel.com/,We-Su,italian,OpenStreetMap
Al Caminetto,ristorante,Bosco Chiesanuova,VR,37021,45.6856243,11.0861364,39,http://www.alcaminettolessinia.it/,ilcaminetto_sangiorgio@hotmail.it,regional,OpenStreetMap
Il Girasole,ristorante,"Via Risorgimento, 24a",San Pietro Mussolino,VR,36070,45.5850765,11.2561263,4361263290,4361263289,node,OpenStreetMap
Bar Roma,bar,Via Roma,Belfiore,VR,37050,45.3816893,11.2091744,4361370036,node,,OpenStreetMap
Agriturismo Bellaria,ristorante,"Strada Ferri, 10a",Volta Mantovana,VR,46049,45.2964063,10.7080953,+39 0376 803237,https://agriturismobellaria.net/it,info@agriturismobellaria.net,OpenStreetMap
La Pieve,ristorante,"Via Pieve, 79",Chiampo,VR,36072,45.5413987,11.2858844,pizza,4362456301,node,OpenStreetMap
Adler,pub,"Via Michelangelo, 13",Zermeghedo,VR,36050,45.4743177,11.3793388,We off,4362460123,node,OpenStreetMap
La Fontana,ristorante,"Strada Ferri, 11",Volta Mantovana,VR,46049,45.2937506,10.7173459,+39 0376 838096,4362608065,node,OpenStreetMap
Da Rita,ristorante,"Strada Volta-Pozzolo, 28a",Volta Mantovana,VR,46049,45.3012838,10.7129337,+39 0376 83333,https://daritasulmincio.it/,info@daritasulmincio.it,OpenStreetMap
TABOO Food&Drink,pub,"Corso Italia, 9e",Valdagno,VR,36078,45.6459789,11.3004938,+39 349 601 4787,taboovaldagnosas@gmail.com,4401690951,OpenStreetMap
Re Teodorico,ristorante,"Piazzale Castel San Pietro, 1",VR,37129,45.4484159,11.0022263,39,https://reteodorico.com,info@teodoricore.com,Mo-Su 12:00-24:00,OpenStreetMap
Bé,panetteria,"Via Adigetto, 15a",Verona,VR,37122,45.4362297,10.9955999,4553671135,node,,OpenStreetMap
Bull Pub,pub,"Viale Colonnello Galliano, 29a",Verona,VR,37138,45.4400375,10.9741579,+39 334 8275950,4553711422,node,OpenStreetMap
St. Paul Bar,pub,"Via Ventiquattro Maggio, 16b",Verona,VR,37126,45.4503306,10.9865184,Mo-Sa 07:00-23:30,4553712659,node,OpenStreetMap
Tria,panetteria,"Via Quattro Novembre, 21d",Verona,VR,37126,45.4465698,10.9884412,4553717361,node,,OpenStreetMap
La Figaccia,fast_food,"Via Daniele Manin, 4a",Verona,VR,37122,45.4386456,10.989414,+39 045 4645975,https://lafigaccia.business.site/,lafigacciaverona@gmail.com,OpenStreetMap
Toscana,fast_food,"Via Montorio, 16",Verona,VR,37131,45.4458606,11.0231002,pizza,4553744515,node,OpenStreetMap
Iter Bar,pub,"Via Don Luigi Sturzo, 7",Verona,VR,37138,45.4401942,10.9665122,+39 045 6936335,https://iterbar.it,info@iterbar.it,OpenStreetMap
Vivo Pizza e Kebab,fast_food,"Via San Marco, 13",Verona,VR,37138,45.4404192,10.971439,+39 045 202 0127,https://vivo-pizza-kebab.business.site/,kebab;pizza,OpenStreetMap
Zio Lele,fast_food,"Via Giosuè Carducci, 13",Verona,VR,37129,45.4423766,11.0032133,+39 351 874 4330,https://ziolele.it/,"Mo,We-Su 12:00-14:00,18:00-21:00",OpenStreetMap
Burgherino,fast_food,"Via Guido d'Arezzo, 2",Verona,VR,37131,45.4467717,11.0273795,burger,4553779682,node,OpenStreetMap
Panificio Tosi,panetteria,"Via Centro, 35",Verona,VR,37135,45.412189,10.9884079,+39 045 501021,"Mo-Fr 05:00-16:30, Sa 05:00-13:30",4553781925,OpenStreetMap
Pak Grill,fast_food,"Piazzale Venticinque Aprile, 6a",Verona,VR,37138,45.429874,10.9850286,pizza;burger;kebab,4553787038,node,OpenStreetMap
Punto Fermo,fast_food,"Via Unità d'Italia, 274a",Verona,VR,37132,45.4316789,11.0517985,+39 045 975563,https://www.puntofermo.net/,4553788013,OpenStreetMap
La Tradision,ristorante,"Via Guglielmo Oberdan, 6",VR,37121,45.4403827,10.9933632,39045594226,4561812198,node,,OpenStreetMap
La Gardesana Kebab e pizza al taglio,fast_food,"Corso Italia, 55",Garda,VR,37016,45.5746729,10.7095196,https://facebook.com/pages/Pizza-Al-Taglio-e-kebab-La-Gardesana,"Mo-We 12:00-14:30, Mo-We 18:00-23:30, Fr-Su 12:00-14:30, Fr-Su 18:00-00:30","kebab,_pizza,_fast_food",OpenStreetMap
Panificio F.lli Ceriani SRL,panetteria,"Via Nino Bixio, 64",VR,37069,45.3550432,10.8429721,39,"Mo 18:30-00:00; Su, Tu-Fr 12:30-00:00,18:30-00:00; Sa 18:30-00:00",friture;italian;italian_pizza;local;pasta;pizza;seafood,12513039001,OpenStreetMap
Cafè Benaco,bar,"Via Benaco, 2",Salionze,VR,37067,45.4033877,10.7259352,4594173911,node,,OpenStreetMap
Panificio Spagnoli,panetteria,"Via Benati, 5",Roverbella,VR,46048,45.2668253,10.7698519,4594173914,node,,OpenStreetMap
Verdi cafè,bar,"Piazza Verdi, 3",Roverbella,VR,46048,45.263943,10.7734558,4594173915,node,,OpenStreetMap
Locanda San Marco,ristorante,"Piazza San Marco, 22",Pai di sopra,VR,45.6529694,10.7252321,39,4652054181,node,,OpenStreetMap
Zushi,ristorante,"Corso Giuseppe Garibaldi, 44",VR,37069,45.350275,10.8476553,39,https://www.zushi.eu/,villafranca@zushi.eu,"Mo-Su 12:00-14:30, 18:30-23:00",OpenStreetMap
Romeo e Giulietta,ristorante,"Via Antonio Cesari, 1c",VR,37131,45.4388109,11.0203732,39,Mo-Su 08:00-23:00,pizza;italian,4742816322,OpenStreetMap
Bar Europa,caffè,"Via Brennero, 195",Peri,VR,37020,45.6571725,10.9021568,348 385 3249,Mo-Su 07:00-21:00,12741519241,OpenStreetMap
Bittu Naan kebab sas,fast_food,"Via Quadrato, 2/d",Villafranca di Verona,VR,37069,45.355486,10.8480349,kebab,4761079821,node,OpenStreetMap
Gruppo alpini Vigasio,bar,"Piazza G. Falcone, 1",Vigasio,VR,37068,45.3135139,10.9369064,4818501354,node,,OpenStreetMap
La Dolce Vita,caffè,"Via degli Alpini, 2",San Zeno di Montagna,VR,37010,45.6314647,10.7258706,+39 045 7285015,https://www.bardolcevita.it/,info@bardolcevita.it,OpenStreetMap
El Pistor,panetteria,"Contrada San Zeno, 41",San Zeno di Montagna,VR,45.6312718,10.7240675,4836833136,node,,,OpenStreetMap
Centrale,caffè,Contrada Cà Sartori,San Zeno di Montagna,VR,37010,45.6361197,10.7309009,4849601979,node,,OpenStreetMap
All'Ancora,ristorante,"Corso Ospedale, 23",VR,37017,45.5061604,10.7324444,39,"PH,Mo-Su 11:30-15:00,17:00-22:30",4851256921,node,OpenStreetMap
CountryHouse Soleneve,ristorante,"Prada Alta, 36",San Zeno di Montagna,VR,45.6738308,10.7833763,39,http://www.soleneve.net/,soleneve@supereva.it,Mo-Su 12:00-20:00,OpenStreetMap
Bar Unico,bar,"Via Arco, 7",VR,37017,45.5058881,10.732199,4856227921,node,,,OpenStreetMap
Al Bersgliere,ristorante,"Via San Colombano, 47",VR,37011,45.5660492,10.7298556,39,http://www.locandaalbersgliere.com,info@locandaalbersagliere.com,"Th-Tu 12:00-14:00, 19:00-22:00",OpenStreetMap
Agriturismo Incaffi,ristorante,"Via Casetta, 2",VR,37010,45.5513424,10.7607855,39,https://www.agriturismoincaffi.com/,"Sa,Su 12:00-14:00; We-Su 19:00-22:00",regional,OpenStreetMap
Il Baretto,bar,"Corso Giacomo Matteotti, 23",Arzignano,VR,36071,45.520744,11.330783,5012225671,node,,OpenStreetMap
Memmi Doner,fast_food,"Via Padre Reginaldo Giuliani, 25",Arzignano,VR,36071,45.523478,11.3335435,+36 320 729 9123,kebab,5012284133,OpenStreetMap
Pan di Soave,panetteria,"Via Roma, 7;23",Soave,VR,37038,45.4217293,11.248683,5026967147,node,,OpenStreetMap
Black Rose,bar,"Viale dell'Industria, 32",Trissino,VR,36070,45.5562322,11.3790111,+39 345 6374930,http://www.blackrosetrissino.it/,blackrose-trissino@live.it,OpenStreetMap
Lumiere,caffè,"Via Quattro Novembre, 23a",Valdagno,VR,36078,45.6446684,11.3018212,+39 320 115 1719,"Mo 08:00-14:00; Tu-Th 08:00-14:00, 16:00-00:00; Fr-Sa 08:00-14:00, 16:00-26:30; Su off",5139122225,OpenStreetMap
Caffè Due Porte,caffè,Via Due Porte,Piovezzano,VR,45.5044498,10.7970494,39,5200155084,node,,OpenStreetMap
Storico Enfant Prodige,pub,"Contrà Carletti, 1/2",Castelgomberto,VR,36070,45.6098928,11.3963789,burger;italian,5203335885,node,OpenStreetMap
Pizzeria Panaretto,ristorante,"Via Monte Ortigara, 34d",Cornedo Vicentino,VR,36073,45.6238995,11.3170152,pizza,5221164339,node,OpenStreetMap
El mosquito,fast_food,"Via Nicolò Copernico, 11",Valdagno,VR,36078,45.6435169,11.3039317,+39 0445 401470,burger;hot_dog;pancake;spanish;sandwich,5226604696,OpenStreetMap
Senza nome,caffè,"Via Borgo Bello, 32",Dossobuono,VR,37062,45.3919613,10.9052954,5236758449,node,,OpenStreetMap
Valley Beer's Pub,pub,"Via Camillo Benso Conte di Cavour, 1",Arzignano,VR,36071,45.5203462,11.3337813,5316622265,node,,OpenStreetMap
Pizzeria Rosticceria D'asporto Tricolore,ristorante,"Piazza San Marco, 1",Lonigo,VR,36045,45.388538,11.3886018,5394465002,node,,OpenStreetMap
Pizzeria Al volo,ristorante,"Via Cappelletto, 37",Lonigo,VR,36045,45.3844601,11.388251,5394469592,node,,OpenStreetMap
Pizza OK Montebello,ristorante,"Viale Verona, 27",Montebello Vicentino,VR,36054,45.452168,11.3803396,5396744448,node,,OpenStreetMap
Pizzeria Trattoria al Corso,ristorante,"Via Corso, 1",Corso,VR,45.6040009,10.9855516,5430732043,node,,,OpenStreetMap
Al cervo,ristorante,"Via Giacomo Zanella, 40",Chiampo,VR,36072,45.5451834,11.278181,pizza,5439341621,node,OpenStreetMap
Yalla Amigo,fast_food,"Piazza Cittadella, 14",Verona,VR,37122,45.4364101,10.9936499,+39 0452226374,https://www.yallaamigo.it/,"Mo-Sa 11:30-22:00, Su 12:00-20:00",OpenStreetMap
Gourmet,fast_food,"Viale Europa, 24",Dossobuono,VR,37062,45.3948526,10.9132487,+39 045 9990056,Mo-Su 18:00-21:30; We off,pizza,OpenStreetMap
Freetime,caffè,"Via Cesare Battisti, 6",Pozzolo,VR,46045,45.3044557,10.7145077,5528445375,node,,OpenStreetMap
Bar Fontana,caffè,"Via Roma, 53",Tezze di Arzignano,VR,36071,45.5337178,11.3652335,5649113319,node,,OpenStreetMap
Oltre il caffé,caffè,"Corso Giuseppe Mazzini, 13",Arzignano,VR,36071,45.520548,11.3327065,5649120080,node,,OpenStreetMap
Caffè Nazionale,caffè,"Piazza Libertà, 10",Arzignano,VR,36071,45.521063,11.3322852,5649121240,node,,OpenStreetMap
Bar Quarantaquattro,bar,"Piazza Campo Marzio, 44",Arzignano,VR,36071,45.5196505,11.3308287,+39 327 424 8949,7674317654,5649125772,OpenStreetMap
Bottega del caffè Dersut,caffè,"Piazza Giacomo Zanella, 39",Chiampo,VR,36072,45.5445928,11.2807292,5667231843,node,,OpenStreetMap
Oakberry Açai,fast_food,"Via Enrico Noris, 4",VR,37121,45.4406248,10.9956069,5676080821,node,,,OpenStreetMap
Pizzeria Du De Cope,ristorante,"Galleria Pellicciai, 10",VR,37121,45.4418562,10.9949948,39045595562,https://www.pizzeriadudecope.it/,info@pizzeriadudecope.it,5693911921,OpenStreetMap
Simpaty,bar,"Via Don Minzoni, 37",Castelbelforte,VR,46032,45.2130522,10.896522,5732693725,node,,OpenStreetMap
Pub & Billiards Sala Verona,pub,"Via Monte Baldo, 2a",VR,37124,45.4556727,10.9807554,39,http://biliardoverona.it,Mo-Su 14:00-02:00,5825950053,OpenStreetMap
Panìficio Contolini,panetteria,"Piazza Risorgimento, 10",Calmasino,VR,45.5214511,10.7519914,5892781032,node,,,OpenStreetMap
Giardino La Favorita,caffè,"Via Duca d'Aosta, 5",Valdagno,VR,36078,45.6507117,11.3046634,5911113416,node,,OpenStreetMap
Senza nome,caffè,"Via Giuseppe Verdi, 24",Castelnuovo del Garda,VR,37014,45.4578189,10.7046526,5917762063,node,,OpenStreetMap
Corso Italia 47 Caffè,caffè,"Corso Italia, 47",Valdagno,VR,36078,45.6452664,11.2998095,5950715967,node,,OpenStreetMap
Campus Pub,pub,"Via Venti Settembre, 18",Verona,VR,37129,45.4392688,11.0059506,https://www.campuspub.it,"Mo-Tu 19:30-02:00, We-Sa 19:30-03:00",5958462886,OpenStreetMap
Mauri Pizza,ristorante,"Via Fabio Filzi, 24",Valdagno,VR,45.6759648,11.2709835,39,pizza,5985077657,node,OpenStreetMap
The Game,bar,"Via Leonardo da Vinci, 4a",Zermeghedo,VR,36050,45.4783322,11.3771406,6085971079,node,,OpenStreetMap
Gero's,pub,"Via Manin, 24",Valdagno,VR,36078,45.6461295,11.2989905,+39 388 1005951,6178134664,node,OpenStreetMap
Pasticceria Perla,caffè,"Piazza Vittorio Emanuele II, 28",Negrar,VR,45.5306405,10.9387994,39,6182113984,node,,OpenStreetMap
Bar da Gigi,caffè,"Via Dante Alighieri, 9",Monteforte d'Alpone,VR,45.4218122,11.285263,6207468647,node,,,OpenStreetMap
Risorante Pizzera Il Gatto Nero,ristorante,"Via Sette Martiri, 88",Valdagno,VR,36078,45.6335134,11.3064351,+39 0445 2222769,pizza;italian,6299143552,OpenStreetMap
Gero's pub,pub,"Via Andrea Palladio, 50",Brogliano,VR,36070,45.5877639,11.3693248,6302190020,node,,OpenStreetMap
Moulin de Païou,panetteria,"Via San Giovanni Lupatoto, 20",Verona,VR,37134,45.4124934,10.9987718,6403492878,node,,OpenStreetMap
Burger King,fast_food,SP del Peretto,Affi,VR,37100,45.5524745,10.7855782,burger,6435499141,node,OpenStreetMap
Toasteria,caffè,"Via Monte Baldo, 7",VR,37019,45.4425047,10.702654,39,http://www.toasteriautaliana.it,info@toasteriaitaliana.it,"Mo off; Tu-Su 08:00-15:30,18:30-22:00",OpenStreetMap
Cafe&pasticceria FRAC,caffè,"Via Prealpi, 17",Stallavena,VR,45.5483508,11.003426,6497659957,node,,,OpenStreetMap
The public,pub,"Viale Trieste, 26",San Bonifacio,VR,37047,45.3993323,11.2748869,+39 045 6104729,thepublicsanbonifacio@gmail.com,6522633619,OpenStreetMap
Civico 7,bar,"Piazzale Roma, 7",Garda,VR,45.5731627,10.7101816,6534940985,node,,,OpenStreetMap
Al Ponte,ristorante,"Via Bruno dal Maso, 76",Chiampo,VR,36072,45.542365,11.2838428,+39 0444 623067,italian;pizza;regional,6560503053,OpenStreetMap
Poker Bar,bar,"Lungolago Europa, 4",Garda,VR,45.5719271,10.7097042,39,italian,6584308952,node,OpenStreetMap
FAbemolle,pub,"Borgo Di Madonna Di Pol, 1",Pastrengo,VR,37010,45.5105161,10.8062486,6630709268,node,,OpenStreetMap
3011,bar,"Via Madonnina, 19",San Giovanni Lupatoto,VR,35135,45.3834579,11.0424582,6636922901,node,,OpenStreetMap
La Cataleya,bar,"Via del Lavoro, 71",Bussolengo,VR,37012,45.447112,10.8780192,6694249035,node,,OpenStreetMap
Osteria 54,caffè,"Corso Venezia, 54a",San Bonifacio,VR,37047,45.3972823,11.2708381,6707200582,node,,OpenStreetMap
WonderBar,caffè,"Via Roma, 13",San Bonifacio,VR,37047,45.3964931,11.269379,+39 345 837 6102,"Mo-Th 07:00-14:00,16:00-20:00; Fr 07:00-14:00; Sa 07:00-14:00,16:00-23:00",6709629533,OpenStreetMap
Aman,fast_food,"Via della Libertà, 34",San Bonifacio,VR,37047,45.3939448,11.2734358,6761100733,node,,OpenStreetMap
Istanbul,fast_food,Corso Venezia,San Bonifacio,VR,37047,45.3977946,11.2711519,6763541220,node,,OpenStreetMap
La casa della bruschetta,ristorante,"Via Monte Cengio, 11",Cornedo Vicentino,VR,36073,45.6093543,11.3471577,+39 0445 953920,6871419011,node,OpenStreetMap
